molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL4215266,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4C)c(C(N)=O)cnc3cc2F)cn1,active,10.0
CHEMBL4549865,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cnn(C)c3)cc12,active,525.0
CHEMBL4647810,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,intermediate,1420.0
CHEMBL222102,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,active,13.0
CHEMBL2140173,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,6.0
CHEMBL2143829,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,active,480.0
CHEMBL2140173,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,20.0
CHEMBL4792283,O=C(CN1CCCC1)Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,10.0
CHEMBL4794627,O=C(Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)C1CC1,active,0.6
CHEMBL4790714,CC(=O)Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,0.6
CHEMBL4763842,CC1(CNc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)COC1,active,0.5
CHEMBL4744385,CC(=O)N(C)c1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,16.0
CHEMBL4792737,COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,5.0
CHEMBL4792191,O=c1cc(-c2cccc3c2Sc2ccc(O)cc2C3)oc(N2CCOCC2)c1,active,0.5
CHEMBL4763108,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4C[C@H]5C[C@@H]4CO5)cc2C3)oc(N2CCOCC2)c1,active,0.5
CHEMBL4783324,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)CC4)cc2C3)oc(N2CCOCC2)c1,active,0.7
CHEMBL4756577,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCCC45CCOC5)cc2C3)oc(N2CCOCC2)c1,active,1.4
CHEMBL4748079,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)C4)cc2C3)oc(N2CCOCC2)c1,active,0.5
CHEMBL4786685,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CC(F)C4)cc2C3)oc(N2CCOCC2)c1,active,0.6
CHEMBL4791332,CC(C)(O)C1CCN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,active,3.0
CHEMBL4777914,CN1CCN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,active,0.7
CHEMBL4788241,C[C@H]1CN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,0.5
CHEMBL4797110,C[C@@H](CN1C[C@H]2C[C@@H]1CO2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,1.0
CHEMBL4754219,C[C@@H](CN1C[C@H](C)O[C@H](C)C1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,2.0
CHEMBL4794132,C[C@H]1CN(C[C@@H](C)Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,2.0
CHEMBL4759581,C[C@@H](CN1CCOC2(CC2)C1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,2.0
CHEMBL4751373,C[C@@H](CN1CCOCC12COC2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,1.0
CHEMBL4787824,C[C@@H](CN1CCCC12COC2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,30.0
CHEMBL4745255,C[C@H](CN1CCOCC1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,0.6
CHEMBL4742203,C[C@@H](CN1CCOCC1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,1.0
CHEMBL4797559,C[C@H](COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)N1CCOCC1,active,1.0
CHEMBL4784220,C[C@@H](COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)N1CCOCC1,active,0.7
CHEMBL4788818,CN1CC[C@@H](Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,active,3.0
CHEMBL4783168,O=c1cc(-c2cccc3c2Sc2ccc(O[C@@H]4CCN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,active,20.0
CHEMBL4740512,CCN1CC(Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,active,7.0
CHEMBL4788662,O=c1cc(-c2cccc3c2Sc2ccc(OC4CN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,active,4.0
CHEMBL4761765,C[C@H]1CN([C@H](C)COc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,1.0
CHEMBL4760622,CO[C@@H](C)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,4.0
CHEMBL4763102,C[C@H](O)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,0.6
CHEMBL4752634,COC[C@@H](C)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,1.0
CHEMBL4747809,O=c1cc(-c2cccc3c2Sc2ccc(OC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,active,3.2
CHEMBL4760480,O=c1cc(-c2cccc3c2Sc2ccc(OC4COC4)cc2C3)oc(N2CCOCC2)c1,active,1.0
CHEMBL4781601,O=c1cc(-c2cccc3c2Sc2ccc(OCC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,active,0.5
CHEMBL4799437,COc1ccc2c(c1)C(C)(C)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,480.0
CHEMBL4783459,COc1ccc2c(c1)C1(CCOCC1)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,50.0
CHEMBL4795477,COC[C@@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,active,530.0
CHEMBL4783046,COC[C@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,active,5.0
CHEMBL2140173,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,260.0
CHEMBL4792283,O=C(CN1CCCC1)Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,470.0
CHEMBL4794627,O=C(Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)C1CC1,active,570.0
CHEMBL4790714,CC(=O)Nc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,370.0
CHEMBL4763842,CC1(CNc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)COC1,active,110.0
CHEMBL4744385,CC(=O)N(C)c1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,intermediate,4000.0
CHEMBL4792737,COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,910.0
CHEMBL4792191,O=c1cc(-c2cccc3c2Sc2ccc(O)cc2C3)oc(N2CCOCC2)c1,intermediate,2200.0
CHEMBL4763108,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4C[C@H]5C[C@@H]4CO5)cc2C3)oc(N2CCOCC2)c1,active,210.0
CHEMBL4783324,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)CC4)cc2C3)oc(N2CCOCC2)c1,active,350.0
CHEMBL4756577,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCCC45CCOC5)cc2C3)oc(N2CCOCC2)c1,active,380.0
CHEMBL4748079,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)C4)cc2C3)oc(N2CCOCC2)c1,active,260.0
CHEMBL4786685,O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CC(F)C4)cc2C3)oc(N2CCOCC2)c1,active,670.0
CHEMBL4791332,CC(C)(O)C1CCN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,active,860.0
CHEMBL4777914,CN1CCN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,active,250.0
CHEMBL4788241,C[C@H]1CN(CCOc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,520.0
CHEMBL4797110,C[C@@H](CN1C[C@H]2C[C@@H]1CO2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,200.0
CHEMBL4754219,C[C@@H](CN1C[C@H](C)O[C@H](C)C1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,340.0
CHEMBL4794132,C[C@H]1CN(C[C@@H](C)Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,70.0
CHEMBL4759581,C[C@@H](CN1CCOC2(CC2)C1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,340.0
CHEMBL4751373,C[C@@H](CN1CCOCC12COC2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,230.0
CHEMBL4787824,C[C@@H](CN1CCCC12COC2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,140.0
CHEMBL4745255,C[C@H](CN1CCOCC1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,70.0
CHEMBL4742203,C[C@@H](CN1CCOCC1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,310.0
CHEMBL4797559,C[C@H](COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)N1CCOCC1,active,230.0
CHEMBL4784220,C[C@@H](COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)N1CCOCC1,active,160.0
CHEMBL4788818,CN1CC[C@@H](Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,active,100.0
CHEMBL4783168,O=c1cc(-c2cccc3c2Sc2ccc(O[C@@H]4CCN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,active,180.0
CHEMBL4740512,CCN1CC(Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,active,320.0
CHEMBL4788662,O=c1cc(-c2cccc3c2Sc2ccc(OC4CN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,active,250.0
CHEMBL4761765,C[C@H]1CN([C@H](C)COc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,270.0
CHEMBL4760622,CO[C@@H](C)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,660.0
CHEMBL4763102,C[C@H](O)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,450.0
CHEMBL4752634,COC[C@@H](C)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,active,210.0
CHEMBL4747809,O=c1cc(-c2cccc3c2Sc2ccc(OC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,active,230.0
CHEMBL4760480,O=c1cc(-c2cccc3c2Sc2ccc(OC4COC4)cc2C3)oc(N2CCOCC2)c1,active,380.0
CHEMBL4781601,O=c1cc(-c2cccc3c2Sc2ccc(OCC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,active,890.0
CHEMBL4799437,COc1ccc2c(c1)C(C)(C)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,inactive,24000.0
CHEMBL4783459,COc1ccc2c(c1)C1(CCOCC1)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,intermediate,1050.0
CHEMBL4795477,COC[C@@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,inactive,12600.0
CHEMBL4783046,COC[C@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,active,590.0
CHEMBL222102,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,active,12.9
CHEMBL4789596,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCCCC2)c1,intermediate,2960.0
CHEMBL4780892,C[C@H]1CC(NC(=O)Cc2ccc3c(c2)Sc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,active,6.3
CHEMBL2143829,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,active,12.9
CHEMBL4594429,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21,active,0.09
